instrumentID;loctimestamp;daystomaturity;implStrike;underlyingprice;underlyingforwardprice;rndStrike
DE0009652396D1;2010-08-26 00:00:00;22;2327.94;2603.66;2601.05;0.000562874
DE0009652396D1;2010-08-26 00:00:00;22;2340.95;2603.66;2601.05;0.000612615
DE0009652396D1;2010-08-26 00:00:00;22;2353.95;2603.66;2601.05;0.000673278
DE0009652396D1;2010-08-26 00:00:00;22;2366.96;2603.66;2601.05;0.000736672
DE0009652396D1;2010-08-26 00:00:00;22;2379.96;2603.66;2601.05;0.000800066
DE0009652396D1;2010-08-26 00:00:00;22;2392.97;2603.66;2601.05;0.000866419
DE0009652396D1;2010-08-26 00:00:00;22;2405.97;2603.66;2601.05;0.00094461
DE0009652396D1;2010-08-26 00:00:00;22;2418.98;2603.66;2601.05;0.00102576
DE0009652396D1;2010-08-26 00:00:00;22;2431.98;2603.66;2601.05;0.00110691
DE0009652396D1;2010-08-26 00:00:00;22;2444.99;2603.66;2601.05;0.00119056
DE0009652396D1;2010-08-26 00:00:00;22;2457.99;2603.66;2601.05;0.00128421
DE0009652396D1;2010-08-26 00:00:00;22;2471;2603.66;2601.05;0.00138035
DE0009652396D1;2010-08-26 00:00:00;22;2484;2603.66;2601.05;0.00147649
DE0009652396D1;2010-08-26 00:00:00;22;2497.01;2603.66;2601.05;0.00157342
DE0009652396D1;2010-08-26 00:00:00;22;2510.01;2603.66;2601.05;0.0016735
DE0009652396D1;2010-08-26 00:00:00;22;2523.02;2603.66;2601.05;0.00177438
DE0009652396D1;2010-08-26 00:00:00;22;2536.03;2603.66;2601.05;0.00187525
DE0009652396D1;2010-08-26 00:00:00;22;2549.03;2603.66;2601.05;0.00197347
DE0009652396D1;2010-08-26 00:00:00;22;2562.04;2603.66;2601.05;0.00206111
DE0009652396D1;2010-08-26 00:00:00;22;2575.04;2603.66;2601.05;0.0021461
DE0009652396D1;2010-08-26 00:00:00;22;2588.05;2603.66;2601.05;0.00223108
DE0009652396D1;2010-08-26 00:00:00;22;2601.05;2603.66;2601.05;0.00230908
DE0009652396D1;2010-08-26 00:00:00;22;2614.06;2603.66;2601.05;0.00235912
DE0009652396D1;2010-08-26 00:00:00;22;2627.06;2603.66;2601.05;0.00240218
DE0009652396D1;2010-08-26 00:00:00;22;2640.07;2603.66;2601.05;0.00244523
DE0009652396D1;2010-08-26 00:00:00;22;2653.07;2603.66;2601.05;0.00247687
DE0009652396D1;2010-08-26 00:00:00;22;2666.08;2603.66;2601.05;0.00246285
DE0009652396D1;2010-08-26 00:00:00;22;2679.08;2603.66;2601.05;0.00243741
DE0009652396D1;2010-08-26 00:00:00;22;2692.09;2603.66;2601.05;0.00241197
DE0009652396D1;2010-08-26 00:00:00;22;2705.09;2603.66;2601.05;0.00237316
DE0009652396D1;2010-08-26 00:00:00;22;2718.1;2603.66;2601.05;0.00228088
DE0009652396D1;2010-08-26 00:00:00;22;2731.1;2603.66;2601.05;0.00217522
DE0009652396D1;2010-08-26 00:00:00;22;2744.11;2603.66;2601.05;0.00206956
DE0009652396D1;2010-08-26 00:00:00;22;2757.11;2603.66;2601.05;0.0019552
DE0009652396D1;2010-08-26 00:00:00;22;2770.12;2603.66;2601.05;0.00180599
DE0009652396D1;2010-08-26 00:00:00;22;2783.13;2603.66;2601.05;0.00164808
DE0009652396D1;2010-08-26 00:00:00;22;2796.13;2603.66;2601.05;0.00149017
DE0009652396D1;2010-08-26 00:00:00;22;2809.14;2603.66;2601.05;0.00133333
DE0009652396D1;2010-08-26 00:00:00;22;2822.14;2603.66;2601.05;0.00118077
DE0009652396D1;2010-08-26 00:00:00;22;2835.15;2603.66;2601.05;0.00102928
DE0009652396D1;2010-08-26 00:00:00;22;2848.15;2603.66;2601.05;0.000877792
DE0009652396D1;2010-08-26 00:00:00;22;2861.16;2603.66;2601.05;0.000734612
DE0009652396D1;2010-08-26 00:00:00;22;2874.16;2603.66;2601.05;0.00062466
DE0009652396D1;2010-08-26 00:00:00;22;2887.17;2603.66;2601.05;0.000523016
DE0009652396D1;2010-08-26 00:00:00;22;2900.17;2603.66;2601.05;0.000421372
DE0009652396D1;2010-08-26 00:00:00;22;2913.18;2603.66;2601.05;0.000328951
DE0009652396D1;2010-08-26 00:00:00;22;2926.18;2603.66;2601.05;0.000273422
DE0009652396D1;2010-08-26 00:00:00;22;2939.19;2603.66;2601.05;0.000227115
DE0009652396D1;2010-08-26 00:00:00;22;2952.19;2603.66;2601.05;0.000180809
DE0009652396D1;2010-08-26 00:00:00;22;2965.2;2603.66;2601.05;0.000136616
DE0009652396D1;2010-08-26 00:00:00;22;2978.2;2603.66;2601.05;7.36202e-05
DE0009652396D1;2010-08-26 00:00:00;22;2991.21;2603.66;2601.05;4.73761e-05
DE0009652396D1;2010-08-26 00:00:00;22;3004.21;2603.66;2601.05;3.36257e-05
DE0009652396D1;2010-08-26 00:00:00;22;3017.22;2603.66;2601.05;2.53989e-05
DE0009652396D1;2010-08-26 00:00:00;22;3030.23;2603.66;2601.05;2.00292e-05
DE0009652396D1;2010-08-26 00:00:00;22;3043.23;2603.66;2601.05;1.63017e-05
DE0009652396D1;2010-08-26 00:00:00;22;3056.24;2603.66;2601.05;1.35924e-05
DE0009652396D1;2010-08-26 00:00:00;22;3069.24;2603.66;2601.05;1.15518e-05
DE0009652396D1;2010-08-26 00:00:00;22;3082.25;2603.66;2601.05;9.9704e-06
DE0009652396D1;2010-08-26 00:00:00;22;3095.25;2603.66;2601.05;8.71609e-06
DE0009652396D1;2010-08-26 00:00:00;22;3108.26;2603.66;2601.05;7.70179e-06
DE0009652396D1;2010-08-26 00:00:00;22;3121.26;2603.66;2601.05;6.86803e-06
DE0009652396D1;2010-08-26 00:00:00;22;3134.27;2603.66;2601.05;6.17301e-06
DE0009652396D1;2010-08-26 00:00:00;22;3147.27;2603.66;2601.05;5.58656e-06
DE0009652396D1;2010-08-26 00:00:00;22;3160.28;2603.66;2601.05;5.08644e-06
DE0009652396D1;2010-08-26 00:00:00;22;3173.28;2603.66;2601.05;4.65593e-06
DE0009652396D1;2010-08-26 00:00:00;22;3186.29;2603.66;2601.05;4.28224e-06
DE0009652396D1;2010-08-26 00:00:00;22;3199.29;2603.66;2601.05;3.95545e-06
DE0009652396D1;2010-08-26 00:00:00;22;3212.3;2603.66;2601.05;3.66775e-06
DE0009652396D1;2010-08-26 00:00:00;22;3225.3;2603.66;2601.05;3.41291e-06
DE0009652396D1;2010-08-26 00:00:00;22;3238.31;2603.66;2601.05;3.18595e-06
DE0009652396D1;2010-08-26 00:00:00;22;3251.31;2603.66;2601.05;2.98279e-06
DE0009652396D1;2010-08-26 00:00:00;22;3264.32;2603.66;2601.05;2.80009e-06
DE0009652396D1;2010-08-26 00:00:00;22;3277.33;2603.66;2601.05;2.6351e-06
DE0009652396D1;2010-08-26 00:00:00;22;3290.33;2603.66;2601.05;2.48551e-06
DE0009652396D1;2010-08-26 00:00:00;22;3303.34;2603.66;2601.05;2.34939e-06
DE0009652396D1;2010-08-26 00:00:00;22;3316.34;2603.66;2601.05;2.22511e-06
DE0009652396D1;2010-08-26 00:00:00;22;3329.35;2603.66;2601.05;2.11129e-06
DE0009652396D1;2010-08-26 00:00:00;22;3342.35;2603.66;2601.05;2.00674e-06
DE0009652396D1;2010-08-26 00:00:00;22;3355.36;2603.66;2601.05;1.91043e-06
DE0009652396D1;2010-08-26 00:00:00;22;3368.36;2603.66;2601.05;1.82151e-06
DE0009652396D1;2010-08-26 00:00:00;22;3381.37;2603.66;2601.05;1.73919e-06
DE0009652396D1;2010-08-26 00:00:00;22;3394.37;2603.66;2601.05;1.66281e-06
DE0009652396D1;2010-08-26 00:00:00;22;3407.38;2603.66;2601.05;1.5918e-06
DE0009652396D1;2010-08-26 00:00:00;22;3420.38;2603.66;2601.05;1.52564e-06
DE0009652396D1;2010-08-26 00:00:00;22;3433.39;2603.66;2601.05;1.46389e-06
DE0009652396D1;2010-08-26 00:00:00;22;3446.39;2603.66;2601.05;1.40614e-06
DE0009652396D1;2010-08-26 00:00:00;22;3459.4;2603.66;2601.05;1.35205e-06
DE0009652396D1;2010-08-26 00:00:00;22;3472.4;2603.66;2601.05;1.30129e-06
DE0009652396D1;2010-08-26 00:00:00;22;3485.41;2603.66;2601.05;1.2536e-06
DE0009652396D1;2010-08-26 00:00:00;22;3498.41;2603.66;2601.05;1.20871e-06
DE0009652396D1;2010-08-26 00:00:00;22;3511.42;2603.66;2601.05;1.16641e-06
DE0009652396D1;2010-08-26 00:00:00;22;3524.43;2603.66;2601.05;1.12649e-06
DE0009652396D1;2010-08-26 00:00:00;22;3537.43;2603.66;2601.05;1.08876e-06
DE0009652396D1;2010-08-26 00:00:00;22;3550.44;2603.66;2601.05;1.05307e-06
DE0009652396D1;2010-08-26 00:00:00;22;3563.44;2603.66;2601.05;1.01927e-06
DE0009652396D1;2010-08-26 00:00:00;22;3576.45;2603.66;2601.05;9.87212e-07
DE0009652396D1;2010-08-26 00:00:00;22;3589.45;2603.66;2601.05;9.5678e-07
DE0009652396D1;2010-08-26 00:00:00;22;3602.46;2603.66;2601.05;9.27861e-07
DE0009652396D1;2010-08-26 00:00:00;22;3615.46;2603.66;2601.05;9.00352e-07
DE0009652396D1;2010-08-26 00:00:00;22;3628.47;2603.66;2601.05;8.74159e-07
DE0009652396D1;2010-08-26 00:00:00;22;3641.47;2603.66;2601.05;8.49196e-07
DE0009652396D1;2010-08-26 00:00:00;22;3654.48;2603.66;2601.05;8.25384e-07
DE0009652396D1;2010-08-26 00:00:00;22;3667.48;2603.66;2601.05;8.02651e-07
DE0009652396D1;2010-08-26 00:00:00;22;3680.49;2603.66;2601.05;7.80929e-07
DE0009652396D1;2010-08-26 00:00:00;22;3693.49;2603.66;2601.05;7.60158e-07
DE0009652396D1;2010-08-26 00:00:00;22;3706.5;2603.66;2601.05;7.4028e-07
DE0009652396D1;2010-08-26 00:00:00;22;3719.5;2603.66;2601.05;7.21243e-07
DE0009652396D1;2010-08-26 00:00:00;22;3732.51;2603.66;2601.05;7.02997e-07
DE0009652396D1;2010-08-26 00:00:00;22;3745.51;2603.66;2601.05;6.85499e-07
DE0009652396D1;2010-08-26 00:00:00;22;3758.52;2603.66;2601.05;6.68705e-07
DE0009652396D1;2010-08-26 00:00:00;22;3771.52;2603.66;2601.05;6.52578e-07
DE0009652396D1;2010-08-26 00:00:00;22;3784.53;2603.66;2601.05;6.3708e-07
DE0009652396D1;2010-08-26 00:00:00;22;3797.54;2603.66;2601.05;6.22179e-07
DE0009652396D1;2010-08-26 00:00:00;22;3810.54;2603.66;2601.05;6.07842e-07
DE0009652396D1;2010-08-26 00:00:00;22;3823.55;2603.66;2601.05;5.94041e-07
DE0009652396D1;2010-08-26 00:00:00;22;3836.55;2603.66;2601.05;5.80747e-07
DE0009652396D1;2010-08-26 00:00:00;22;3849.56;2603.66;2601.05;5.67936e-07
DE0009652396D1;2010-08-26 00:00:00;22;3862.56;2603.66;2601.05;5.55583e-07
